Obj1,Obj2
26.4,0.0
24.0,0.050543478260869565
26.4,0.0
23.5,0.0951086956521739
22.7,0.16938405797101447
22.3,0.21222002635046114
22.5,0.1983695652173913
23.8,0.07681159420289854
25.0,0.012333333333333332
24.9,0.020333333333333335
26.4,0.0
26.4,0.0
22.4,0.20143280632411065
22.8,0.15958498023715414
21.2,0.4068046190808339
24.3,0.03333333333333333
25.5,0.0037037037037037034
25.1,0.00787037037037037
26.4,0.0
24.0,0.050543478260869565
24.2,0.0375
25.4,0.004
23.9,0.07247826086956521
21.1,0.4795667965542781
24.6,0.029710144927536236
22.1,0.2369852249200075
23.7,0.0872364953886693
21.9,0.2627211556559383
23.3,0.10932147562582346
21.4,0.38420909865922653
23.1,0.13226284584980236
24.8,0.0245
24.7,0.025376811594202898
23.0,0.13837285902503293
23.6,0.09384057971014494
22.9,0.14265480895915678
21.8,0.3075023527197441
22.6,0.16997694334650856
21.5,0.3300730829048907
