Obj1,Obj2
24.7,0.06625027870680045
26.7,0.007703703703703704
24.4,0.07908361204013378
20.4,0.4848838004101161
21.5,0.3452559263772078
26.6,0.007846153846153846
25.7,0.03123076923076923
19.2,0.7950854408749146
24.8,0.06573578595317726
23.1,0.17020553359683793
23.0,0.18451910408432143
23.6,0.1294611330698287
25.9,0.016012820512820512
24.6,0.06928874024526196
24.3,0.08767056856187291
23.5,0.13814229249011858
21.3,0.367474427174656
20.3,0.5379470570559547
21.2,0.38252513695305457
24.9,0.056902452619843925
20.0,0.5646946912736386
25.8,0.019063218390804597
26.3,0.01154985754985755
25.1,0.044607580824972126
22.7,0.2127070393374741
22.5,0.22823498964803313
21.6,0.3285055524185959
24.2,0.097633069828722
23.2,0.1655797101449275
22.9,0.1883893280632411
21.9,0.2949824165155973
25.6,0.03157549857549858
23.4,0.15088932806324112
22.8,0.19856719367588932
25.5,0.031907407407407405
23.3,0.1560863194776238
22.2,0.26141539619800486
26.6,0.007846153846153846
26.1,0.015142857142857142
20.7,0.43100061170713344
20.2,0.5491892620025612
23.8,0.11394927536231883
19.5,0.663185771916422
25.3,0.040512820512820506
24.0,0.11087417654808959
22.6,0.22476237530585355
23.7,0.12059881422924901
20.6,0.4586193745232647
21.0,0.39601687023883814
21.4,0.3560591448978177
22.1,0.2664031620553359
22.0,0.28350272915490304
21.7,0.31425438596491223
21.8,0.29980859758090883
24.5,0.07809476031215162
20.9,0.4178167751394296
25.4,0.036321256038647345
20.5,0.4651829002872211
19.8,0.5789884470534624
26.8,0.0
22.3,0.23525597590814978
25.0,0.04844444444444444
