Obj1,Obj2
33.0,0.012121212121212121
27.0,0.04141229141229141
25.3,0.09306220027959158
28.0,0.025425245252831456
24.9,0.11253508036191695
25.6,0.0758021978021978
32.2,0.015605138607167005
31.3,0.02011011011011011
26.1,0.055456043956043956
26.4,0.05349491249491249
25.0,0.10180013625665799
28.9,0.021702244116037217
25.2,0.09803680699332874
27.4,0.03381294822674133
24.8,0.1274883739448957
25.7,0.07534656084656084
25.5,0.08367663817663817
27.7,0.030264143264143263
25.4,0.08835205535205536
26.0,0.05867663817663817
26.7,0.04155474155474155
26.6,0.05162271062271062
27.9,0.02696743996743997
