Obj1,Obj2
24.8,0.25401221001221
25.0,0.2146350195698022
26.9,0.058274248101834306
25.4,0.16495388136767447
25.2,0.19469301149735935
28.2,0.010591133004926107
27.9,0.02514139755519066
25.7,0.0987022792022792
25.3,0.18739427722036417
28.1,0.02144681627440248
28.8,0.0067972350230414745
29.7,0.0035714285714285713
27.5,0.03627075351213282
29.7,0.0035714285714285713
28.4,0.007019704433497536
28.0,0.02187220187220187
28.2,0.010591133004926107
26.3,0.06316381766381766
28.5,0.006896551724137931
27.2,0.05151851851851852
29.5,0.006696428571428571
27.7,0.025955398369191474
28.5,0.006896551724137931
