Obj1,Obj2
26.4,0.06621750663129973
27.5,0.022406593406593407
27.8,0.019047619047619046
26.8,0.045944002357795465
24.9,0.3257578069688869
27.0,0.0341776205914137
27.1,0.03410924452303763
26.7,0.04625169466548777
27.9,0.01117948717948718
25.9,0.13027777777777777
25.3,0.211522977022977
27.2,0.026920227920227923
28.2,0.0034482758620689655
27.3,0.026712012125805228
26.9,0.04131623931623932
25.4,0.20016690555820996
25.7,0.13800555644033904
28.9,0.0
26.0,0.0831765765468914
25.0,0.2159085680824811
26.9,0.04131623931623932
28.1,0.00754985754985755
27.4,0.025085568326947638
