Obj1,Obj2
33.8,0.002702702702702703
28.4,0.054155403982990194
32.4,0.006666666666666666
30.3,0.01
26.4,0.1524248296506361
27.1,0.09068457468457469
26.9,0.0988617181030974
29.5,0.017372742200328407
26.6,0.12354469987228608
26.7,0.11729704012462631
28.2,0.063484498898292
31.7,0.009375
27.5,0.06643329788491079
29.2,0.018121693121693122
29.8,0.017126436781609196
29.7,0.017265215318607977
31.5,0.009615258784270104
28.5,0.042146646456991274
28.9,0.03264270451770451
31.2,0.00981191222570533
31.3,0.009722785665990533
28.8,0.032912416138222586
29.1,0.02133187374566685
