Obj1,Obj2
29.9,0.0660846396400607
27.5,0.12925610149748085
29.0,0.08087616186392604
29.5,0.06928692715330645
26.8,0.1856311618305621
31.1,0.0527703761755486
25.9,0.2889893600208443
26.2,0.26737962612100546
26.4,0.21106512006512007
30.8,0.06542759345117358
27.9,0.10409282868904672
32.6,0.04932210262855424
27.7,0.11540777230432402
28.2,0.09207352672869915
27.4,0.14455629078209725
27.3,0.14711222685360617
28.8,0.0891888341543514
26.3,0.22036965461103392
27.1,0.166297438523245
27.0,0.18241411589687453
