Obj1,Obj2
21.0,0.41757324800803064
26.4,0.007407407407407407
25.8,0.00787037037037037
25.3,0.028499999999999998
23.9,0.09713043478260872
23.4,0.1256258234519104
24.7,0.05439130434782609
23.3,0.15235436302827607
25.6,0.011692307692307693
21.7,0.3157798481711525
25.0,0.040999999999999995
24.9,0.042239130434782605
23.7,0.1131258234519104
24.5,0.06149538866930171
25.1,0.04024074074074073
21.8,0.30081262939958586
23.6,0.11649999999999998
25.5,0.019692307692307696
21.6,0.33546650717703347
22.4,0.23722708450969324
24.3,0.07437417654808959
24.0,0.08767918313570489
23.8,0.09838405797101449
25.3,0.028499999999999998
23.1,0.15682872200263506
25.4,0.02403846153846154
24.2,0.07578260869565218
25.2,0.032179487179487175
21.4,0.3745995670995671
24.6,0.059086956521739134
22.9,0.1781667607754564
20.5,0.6004342063165592
23.0,0.1685770750988142
21.2,0.3974815497241126
24.1,0.08460144927536231
23.2,0.15543280632411066
22.1,0.27820722755505367
26.7,0.0
22.8,0.1882707509881423
22.2,0.24775934401220442
20.8,0.48388812941444515
22.5,0.20435864859777902
24.4,0.07193478260869565
20.6,0.5267169394073419
24.8,0.0495
