Obj1,Obj2
26.6,0.0
26.6,0.0
20.9,0.41158365280790904
24.9,0.033012820512820513
23.7,0.10426350461133072
24.1,0.07870553359683793
20.6,0.46563852813852813
21.0,0.3787445887445887
22.0,0.25458968567664214
23.0,0.1673913043478261
23.9,0.09503886693017126
25.2,0.028666666666666663
20.0,0.5336034255599473
22.8,0.1819828722002635
24.4,0.05855797101449275
22.2,0.24384057971014492
24.3,0.05892028985507246
22.5,0.21773950686994165
21.7,0.2976661020139281
22.1,0.2500070581592321
24.2,0.07367654808959156
21.1,0.3707610264132003
20.7,0.4434979840906614
23.8,0.0983840579710145
24.5,0.04983333333333333
20.2,0.4874642138944199
20.3,0.48701127819548873
25.3,0.02033333333333333
20.8,0.4321292856647547
24.0,0.08634321475625824
22.6,0.20352437417654806
21.8,0.2922172030867683
22.3,0.23767174854131373
21.5,0.32935017880670053
23.2,0.13442499529456048
24.6,0.041666666666666664
21.3,0.3450700615174299
25.5,0.012012820512820512
23.6,0.11622002635046114
22.9,0.17789855072463764
25.4,0.0125
25.1,0.028999999999999998
23.3,0.12616930171277996
21.6,0.3193350223384548
22.7,0.1843939393939394
23.1,0.14100790513833988
22.4,0.2229394880481837
25.7,0.004166666666666667
21.2,0.3654206167592895
23.5,0.1221159420289855
26.2,0.0037037037037037034
21.9,0.27096179183135705
