Obj1,Obj2
22.1,0.35971202710333144
25.3,0.06039743589743589
26.0,0.019705128205128205
25.6,0.04755128205128205
26.8,0.019088319088319088
22.4,0.29456352343308867
25.4,0.05327591973244147
30.2,0.003125
25.9,0.03956267806267807
22.5,0.2657326369282891
24.3,0.1014973649538867
23.8,0.14571485036702428
23.6,0.15496376811594204
27.5,0.007407407407407407
23.0,0.20655669692626208
22.2,0.3362380011293055
23.3,0.16826416337285904
22.0,0.3741347192090899
27.0,0.010978835978835979
25.0,0.061774495231016954
26.6,0.019703703703703702
22.7,0.23539233954451344
22.3,0.3097778834437873
27.6,0.003333333333333333
23.9,0.12649275362318843
21.9,0.42353896103896105
22.9,0.23071897134139693
24.9,0.07023578595317725
23.1,0.20594447581404102
24.1,0.10320553359683796
24.7,0.08677616747181963
24.8,0.07842834138486313
23.2,0.1772727272727273
22.6,0.26045623941276114
24.4,0.0870691192865106
27.3,0.008
