Obj1,Obj2
24.9,0.06522296544035674
25.0,0.058739130434782606
22.0,0.28082345191040836
21.7,0.3253670242800677
21.2,0.36313476378693776
22.9,0.19201486918878222
24.0,0.10993741765480895
19.8,0.5822816098216556
21.0,0.4024580390369864
20.8,0.4178718865675387
24.2,0.09322727272727274
20.7,0.42369309307524416
23.5,0.14664492753623187
20.4,0.47950956937799044
24.1,0.10147826086956521
23.7,0.12596574440052702
27.0,0.007448275862068965
20.0,0.5754040894493849
21.6,0.3312361189535103
24.6,0.07511259754738014
22.2,0.27087088274044796
25.7,0.02033333333333333
22.6,0.21741384092642674
26.4,0.007846153846153846
23.4,0.15031291172595523
26.1,0.0190997150997151
24.4,0.0841304347826087
25.1,0.052420227920227914
22.8,0.2055500658761528
22.4,0.22901609260304912
23.6,0.1378379446640316
24.7,0.06622463768115941
26.3,0.011614942528735631
26.2,0.018467980295566504
23.2,0.1595026350461133
23.8,0.12382872200263506
21.5,0.33751275421755966
20.6,0.4606459738045416
22.1,0.27644598155467726
26.9,0.007692307692307693
22.3,0.24337587050630533
21.8,0.29795031055900617
19.7,0.590353245937443
22.7,0.21555731225296443
21.1,0.39025008026926183
23.0,0.18609253065774806
25.5,0.031884615384615386
21.3,0.3488791147830049
25.3,0.040512820512820506
20.1,0.5562122739325257
27.2,0.0
20.2,0.5158811802232854
21.4,0.34572414237173965
27.1,0.004166666666666667
23.1,0.16740222096743837
