Obj1,Obj2
27.2,0.028961503375296477
23.8,0.1566620553359684
19.0,0.777860828541943
25.0,0.10393097643097642
29.8,0.0030303030303030303
27.3,0.026739926739926735
24.2,0.13750390189520623
19.7,0.6783632376395534
21.5,0.3761536994660564
19.6,0.6892448512585813
24.9,0.10451839464882942
27.7,0.014588859416445624
24.0,0.1502699796178057
21.8,0.33636958007667384
28.0,0.010989010989010988
23.2,0.21129377868508303
20.5,0.5061346548188653
25.4,0.06900074321813453
22.2,0.29328942910636274
24.3,0.11020979020979023
20.2,0.5521439963545227
29.7,0.003333333333333333
23.4,0.18473917386960864
21.7,0.3524170274170274
26.9,0.0371998371998372
29.2,0.007037037037037036
21.2,0.4015832235397453
20.9,0.46681284898676195
30.7,0.0
27.5,0.018518518518518517
24.1,0.13832608695652174
22.1,0.300272519242771
21.4,0.3821030804943849
27.9,0.014427111840904944
25.8,0.04752234993614303
26.5,0.04652869352869353
19.4,0.6985107376283847
20.0,0.5978352130325815
21.0,0.46306797956683543
27.0,0.030231176231176233
23.1,0.2205862977602108
19.8,0.635546987673788
22.9,0.2244905891210239
21.9,0.3338339920948617
22.3,0.27720995670995674
20.3,0.5407985873775347
20.6,0.49307017543859655
26.7,0.037891737891737894
21.1,0.44233247809906845
27.6,0.014712012125805229
22.5,0.24998353096179185
25.1,0.08872798216276478
22.8,0.23658121588556372
23.6,0.17358163575554877
19.2,0.7082085561497327
20.8,0.4927936689549962
22.7,0.24510907208733296
21.3,0.40009599096555626
