Obj1,Obj2
26.4,0.0038461538461538464
22.2,0.27466034156537594
23.3,0.12537483530961793
21.9,0.32889986824769435
23.0,0.16641963109354413
25.0,0.02451282051282051
25.8,0.007846153846153846
23.1,0.15377846790890268
25.6,0.011858974358974358
23.6,0.10129710144927535
26.4,0.0038461538461538464
25.7,0.011846153846153847
25.1,0.020346153846153844
22.5,0.22510116694899301
24.1,0.0668768115942029
22.8,0.18679183135704877
26.2,0.004
23.9,0.0769927536231884
21.7,0.3479802371541502
26.4,0.0038461538461538464
25.3,0.016179487179487178
22.6,0.1997256728778468
24.5,0.0459041248606466
26.1,0.007417582417582417
25.0,0.02451282051282051
24.0,0.07159977703455965
23.2,0.1281600790513834
23.5,0.11379907773386033
24.2,0.05816666666666666
24.3,0.0498768115942029
23.8,0.08118840579710145
22.1,0.290424158221641
25.2,0.016666666666666666
26.0,0.007692307692307693
23.7,0.08685770750988142
26.6,0.0
24.8,0.028666666666666663
24.6,0.03283333333333333
22.3,0.22673395445134575
23.4,0.1225790513833992
25.5,0.015692307692307693
