Obj1,Obj2
26.0,0.01987037037037037
25.6,0.032846153846153844
27.5,0.0
25.6,0.032846153846153844
24.0,0.10939393939393938
23.9,0.11103265575004703
22.4,0.2664517023784758
25.0,0.058043478260869565
27.2,0.0035714285714285713
23.3,0.17410869565217393
24.3,0.09172463768115943
24.9,0.0645128205128205
22.7,0.2224503105590062
24.5,0.07657342657342657
24.8,0.06894091415830546
25.1,0.048705128205128206
23.0,0.19805270092226612
21.5,0.3802179361447096
21.6,0.333294114733474
25.3,0.041346153846153845
21.8,0.32141841758546563
25.9,0.024025641025641024
23.1,0.18157971014492752
22.8,0.2187971014492754
21.1,0.4239042590200216
24.4,0.08339130434782609
20.4,0.5451676127076585
20.8,0.47975407887307203
26.2,0.01674718196457327
25.8,0.028512820512820513
24.6,0.07111259754738015
26.7,0.0037037037037037034
24.1,0.09956911928651059
24.2,0.09877298064254586
22.0,0.29841944287596467
21.2,0.40887218045112783
22.5,0.24264492753623182
22.9,0.2064558629776021
26.4,0.015111111111111112
23.4,0.16263241106719367
22.6,0.23171616789008093
22.1,0.2827446630410017
22.2,0.2815335027291549
21.0,0.4544725785050863
20.6,0.48290498974709506
23.7,0.13486591669200362
21.9,0.32011763598720117
23.8,0.11107971014492753
20.1,0.6357477948533272
26.6,0.014967439967439966
23.5,0.14067852437417655
21.4,0.38497140578719524
22.3,0.2755418784114436
21.3,0.3995761967501098
20.5,0.49908920027341075
25.4,0.036203703703703696
