Obj1,Obj2
22.4,0.1970849802371541
23.0,0.13302042160737812
21.7,0.264558629776021
26.3,0.01154985754985755
20.6,0.41386598908338035
22.6,0.1707839262187088
22.1,0.2209462638810465
24.1,0.059086956521739134
21.0,0.3612890922959573
22.0,0.23480143045360435
22.8,0.15785573122529645
21.5,0.28683135704874835
23.6,0.09039855072463768
27.6,0.010865858279651383
21.2,0.32765261308739574
24.9,0.033543478260869564
24.6,0.042586956521739126
22.2,0.21510210803689062
22.3,0.20451486918878223
21.9,0.24697628458498025
23.5,0.0961627140974967
23.1,0.11862648221343874
21.4,0.31490683229813665
20.8,0.3795802747976661
24.0,0.07800988142292489
21.6,0.2812252964426877
24.9,0.033543478260869564
23.7,0.08568840579710144
21.3,0.3251300187226961
26.1,0.016
20.3,0.5103306452599763
25.1,0.016499999999999997
23.4,0.11277799736495389
22.5,0.18512845849802367
22.9,0.15138104648974213
24.5,0.050920289855072465
21.1,0.33439393939393935
24.2,0.05454347826086956
20.7,0.4047522957591608
