Obj1,Obj2
28.8,0.059640576537128266
21.2,0.5186484723006463
25.2,0.1360024154589372
20.8,0.5339169729329913
23.0,0.2853030303030303
26.7,0.09968660968660968
25.9,0.13487430002947243
22.9,0.30065606856911203
23.7,0.22865556182947486
23.9,0.22222766643476027
30.4,0.04974286906086127
22.4,0.3154691323169584
24.9,0.1601945992815558
20.7,0.5396679032891848
23.1,0.268652362130623
20.6,0.5804814036078338
21.9,0.35825898738942213
21.4,0.4089804055593529
26.2,0.1271170126170126
24.1,0.19465906557210905
26.4,0.10559515968511471
27.4,0.07346197353093906
24.3,0.179622709818362
23.2,0.25550629804977626
27.3,0.08678910361668983
23.3,0.25225589627763545
