Obj1,Obj2
26.8,0.0
21.2,0.37885013918194704
26.7,0.007275132275132275
25.4,0.03204985754985755
20.5,0.47161673122199443
21.3,0.35871905554399836
23.5,0.13916139657444004
25.5,0.03171652421652422
24.4,0.08535436302827608
24.0,0.09778554778554778
20.7,0.44864294299648994
25.0,0.0450128205128205
25.6,0.015692307692307693
22.8,0.2136261057782797
20.3,0.5772133654099598
23.2,0.17689629211368338
26.2,0.015384615384615385
23.4,0.1558550724637681
24.6,0.06729375696767001
21.9,0.29735817805383025
22.4,0.24301626100825188
24.8,0.049556298773690076
22.1,0.27104037267080744
23.1,0.184931488801054
24.5,0.07416666666666666
23.3,0.16836915982568154
21.8,0.30730385746976135
20.9,0.4093809622871408
21.6,0.31598061358930923
23.0,0.19151712779973645
22.7,0.2176966873706004
21.0,0.3945284654323556
20.0,0.5980582219712655
26.1,0.015571428571428573
22.5,0.2331159420289855
23.7,0.11259881422924903
22.0,0.2817457180500659
22.2,0.26306982872200263
26.3,0.007407407407407407
24.7,0.050237458193979935
24.2,0.08760144927536231
25.1,0.041389632107023414
21.4,0.34107284020327505
21.5,0.32605966497270844
22.9,0.1915517598343685
