Obj1,Obj2
21.9,0.391042913608131
25.4,0.06039842685494858
26.3,0.03466096866096866
25.3,0.06434428725808036
23.5,0.1641024844720497
22.1,0.37489177489177494
28.0,0.0034482758620689655
22.5,0.2840624387054593
25.6,0.05064957264957265
26.4,0.0190997150997151
26.9,0.008012820512820512
25.1,0.06481128452867582
24.1,0.12558922558922558
28.7,0.003333333333333333
23.9,0.144401185770751
25.7,0.044166666666666674
25.8,0.04408689458689458
23.7,0.15875786854047724
22.9,0.23913650232300113
23.4,0.18408229451707714
23.2,0.19245981554677208
22.2,0.3087709392057218
27.5,0.0038461538461538464
24.3,0.11141582491582491
23.0,0.22638490495012237
25.0,0.07322934472934475
24.6,0.09153910903910903
24.2,0.11978027769332118
29.2,0.0
24.7,0.08326167471819645
23.8,0.15103455964325527
23.1,0.21958775396990507
23.3,0.1891392520522955
24.9,0.07344258639910814
24.0,0.1421850613154961
25.5,0.05738319088319088
22.6,0.2637852437417655
26.0,0.035396011396011395
24.4,0.10243077936556197
22.7,0.25526068134763785
22.3,0.3082009618908933
