Obj1,Obj2
27.3,0.0038461538461538464
23.0,0.18228590250329382
25.9,0.012166666666666668
26.2,0.004
22.7,0.2351538678712592
24.2,0.08396209587513935
22.2,0.33821460766540856
25.1,0.040192307692307694
24.4,0.08273578595317727
25.4,0.032846153846153844
24.7,0.058612597547380164
24.5,0.07392809364548494
24.6,0.06713848631239935
22.4,0.23806177994393093
26.1,0.008
24.8,0.048692307692307694
29.0,0.0034482758620689655
25.5,0.023705128205128205
23.8,0.11672266139657443
23.3,0.14516045548654247
23.6,0.13104451345755694
23.1,0.1469202898550725
22.3,0.29276821005081866
23.5,0.1338768115942029
22.8,0.20797807265198567
23.7,0.1277463768115942
