Obj1,Obj2
23.8,0.09958432147562582
24.1,0.08031159420289855
25.8,0.011846153846153847
21.9,0.26309429700734055
22.7,0.17700254093732354
26.7,0.007275132275132275
21.6,0.30535332897461037
25.2,0.028666666666666663
24.4,0.05556060606060605
20.8,0.42665642201683396
21.3,0.32195783430909286
23.0,0.1534927536231884
22.6,0.1890668172407303
24.9,0.037876811594202905
21.8,0.27479568486433475
21.1,0.3695909322053486
21.4,0.31658432147562576
23.5,0.11638669301712781
24.3,0.0583768115942029
26.1,0.008
22.9,0.16656785243741765
24.6,0.05124009324009323
23.9,0.08932608695652174
22.3,0.2067894786373047
26.1,0.008
23.3,0.12377696216826653
22.0,0.25684265010351964
21.0,0.3882259254856509
20.9,0.3893352699931648
24.2,0.06671014492753623
23.1,0.14693478260869566
22.1,0.24964191605495953
21.7,0.28755183413078156
25.6,0.019871794871794874
20.7,0.43560963411784515
23.6,0.11081780538302277
20.6,0.44829710144927537
22.2,0.23107613401091665
22.8,0.17256154714850366
