Obj1,Obj2
21.3,0.3380605664358524
25.6,0.00787037037037037
25.5,0.011858974358974358
25.5,0.011858974358974358
21.4,0.3216252587991718
25.0,0.024833333333333332
24.3,0.058710144927536234
21.2,0.35481616590884324
22.0,0.2506249566604257
22.5,0.1974472990777339
22.4,0.20858036890645587
23.5,0.10996376811594202
24.0,0.07320289855072465
22.2,0.2247200263504611
23.0,0.1547760210803689
23.2,0.14765942028985507
22.1,0.24001889605436513
25.2,0.023907407407407405
24.2,0.05875362318840579
24.4,0.05816666666666666
20.9,0.3706784748432346
23.7,0.09882872200263505
24.1,0.0717536231884058
23.4,0.11773715415019761
25.4,0.015574074074074074
22.8,0.16427865612648218
26.2,0.0
21.8,0.2679131375870506
21.5,0.3083323922454357
24.5,0.033710144927536226
22.7,0.1844183135704875
24.5,0.033710144927536226
23.8,0.09005072463768116
23.3,0.13273611895351026
26.0,0.0038461538461538464
21.6,0.2894828722002635
23.9,0.08897826086956523
23.1,0.14909420289855074
23.3,0.13273611895351026
22.3,0.21258234519104083
21.9,0.25730707698099003
24.4,0.05816666666666666
21.7,0.2873588368153585
22.6,0.19323122529644268
