Obj1,Obj2
25.9,0.03587179487179487
24.2,0.11400724637681159
22.3,0.27734801430453604
22.5,0.2534490871447393
26.1,0.028846153846153848
24.8,0.06988963210702341
31.1,0.025427107840900944
23.0,0.20217644674166416
30.3,0.027314814814814813
23.2,0.1954492753623188
21.5,0.3878757931618344
23.5,0.17146407215972434
23.6,0.14910869565217394
23.1,0.19890589121023905
21.8,0.3477639553429028
23.4,0.18539322995844734
22.8,0.21793083003952568
22.0,0.3091473743647657
23.9,0.13977369007803792
25.1,0.06482902604641735
25.7,0.041012820512820514
24.6,0.09569311284528677
24.3,0.11254570791527312
24.7,0.07822296544035676
21.9,0.3308112177677395
22.6,0.24559236530060322
23.3,0.19304648974214192
24.0,0.12692753623188407
24.4,0.09883333333333334
22.9,0.2142586109542631
25.5,0.05209706959706959
21.7,0.35797402597402594
22.2,0.28748501689005124
24.1,0.1153006993006993
